name,place_id,RY,Monday F,Tuesday F,Wednesday F,Thursday F,Friday F,Saturday F,Sunday F,Total F,Conclusion,categories_yelp,types,geometry_location_lng,geometry_location_lat
I.D.A. - KidCare Pharmacy/Pharmacie Pediatrique,ChIJ5UV0mSsPzkwRNFuqE1Pxnzg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6519552,45.4009412
I.D.A. - KidCare Pharmacy/Pharmacie Pediatrique,ChIJ5UV0mSsPzkwRNFuqE1Pxnzg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6519552,45.4009412
Viva Pizza,ChIJ5VXiukkbzkwRMHw-lrdoA4Q,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.701066,45.4679409
Viva Pizza,ChIJ5VXiukkbzkwRMHw-lrdoA4Q,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.701066,45.4679409
Restaurant Nouveau Li Ho,ChIJ5WYC_J0EzkwR8ispTc0OHLY,2020-05-25,0,-5,-5,-5,-6,-6,-5,-32,Closed Since Last Reference,Chinese,"restaurant,food,point of interest,establishment",-75.737057,45.441718
Restaurant Nouveau Li Ho,ChIJ5WYC_J0EzkwR8ispTc0OHLY,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,Chinese,"restaurant,food,point of interest,establishment",-75.737057,45.441718
Sunmax Supermarket,ChIJ5yh5Q0MGzkwR9tiwX8rclS0,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Grocery,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.7121133,45.3629646
Sunmax Supermarket,ChIJ5yh5Q0MGzkwR9tiwX8rclS0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Grocery,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.7121133,45.3629646
Moe's Famous Pizza,ChIJ5yHNzDYBzkwRVD36ffaDk6A,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Pizza, Italian","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.7819477,45.3709414
Moe's Famous Pizza,ChIJ5yHNzDYBzkwRVD36ffaDk6A,2020-05-27,0,0,0,0,-0.016666667,-0.016666667,0,-0.033333333,Remained Open,"Pizza, Italian","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.7819477,45.3709414
Shoppers Drug Mart,ChIJ5YhoSHURzkwRtyCvcgWyDRg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.5368832,45.4798535
Shoppers Drug Mart,ChIJ5YhoSHURzkwRtyCvcgWyDRg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.5368832,45.4798535
Super Bite Shawarma,ChIJ5YJOeQ0FzkwRymtZQflGoIc,2020-05-25,-2,-2,-2,-1,-1,-1,-9,-18,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.6575931,45.408367
Super Bite Shawarma,ChIJ5YJOeQ0FzkwRymtZQflGoIc,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.6575931,45.408367
Restaurant PHO,ChIJ5ZC-rCEbzkwRAo9SMHoVvgM,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.700756,45.467218
Restaurant PHO,ChIJ5ZC-rCEbzkwRAo9SMHoVvgM,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.700756,45.467218
Café Qui Pense,ChIJ5zdrfr0FzkwRuueM5RyBe8c,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Coffee & Tea, Sandwiches","cafe,meal takeaway,furniture store,home goods store,restaurant,food,point of interest,store,establishment",-75.6776771,45.4081983
Café Qui Pense,ChIJ5zdrfr0FzkwRuueM5RyBe8c,2020-05-27,-2,-2,-2,-4,-2,-3,-0.5,-15.5,Remained Open,"Coffee & Tea, Sandwiches","cafe,meal takeaway,furniture store,home goods store,restaurant,food,point of interest,store,establishment",-75.6776771,45.4081983
Laura's Your Independent Grocer,ChIJ5ZsRyqT_zUwRgenexcotU_Y,2020-05-25,-3,-3,-3,-3,-3,-3,-3,-21,Remained Open,Grocery,"grocery or supermarket,pharmacy,bakery,food,health,point of interest,store,establishment",-75.8775538,45.3011301
Laura's Your Independent Grocer,ChIJ5ZsRyqT_zUwRgenexcotU_Y,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Grocery,"grocery or supermarket,pharmacy,bakery,food,health,point of interest,store,establishment",-75.8775538,45.3011301
Rexall Drugstore,ChIJ5ZsRyqT_zUwRyF40BcxmIeo,2020-05-25,-3,-3,-3,-3,-3,0,0,-15,Remained Open,NA,"pharmacy,beauty salon,convenience store,food,health,point of interest,store,establishment",-75.8776517,45.3019566
Rexall Drugstore,ChIJ5ZsRyqT_zUwRyF40BcxmIeo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,beauty salon,convenience store,food,health,point of interest,store,establishment",-75.8775463,45.3017029
Walmart Pharmacy,ChIJ6-D-2eH-zUwRmtkJ7317WGQ,2020-05-25,7,7,7,7,7,7,7,49,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.874195,45.2755019
Walmart Pharmacy,ChIJ6-D-2eH-zUwRmtkJ7317WGQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.874195,45.2755019
Starbucks,ChIJ6_21oeD8zUwR4-gJDu_yh50,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.748229,45.274451
Starbucks,ChIJ6_21oeD8zUwR4-gJDu_yh50,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.748229,45.274451
Where I Thrive,ChIJ6_wnv7gFzkwRXVNRaKON9L8,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,"Pilates, Barre Classes","cafe,food,gym,health,point of interest,establishment",-75.6891837,45.4054381
Where I Thrive,ChIJ6_wnv7gFzkwRXVNRaKON9L8,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Pilates, Barre Classes","cafe,food,gym,health,point of interest,establishment",-75.6891837,45.4054381
Real Fruit Bubble Tea,ChIJ60Ad7DgRzkwR0UyzzMv6DwE,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,store,establishment",-75.5155527,45.4781702
Real Fruit Bubble Tea,ChIJ60Ad7DgRzkwR0UyzzMv6DwE,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,store,establishment",-75.5155527,45.4781702
Restaurant Hong Kong,ChIJ60Lbyf4azkwROraOJTg6_ZU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6552602,45.4904466
Restaurant Hong Kong,ChIJ60Lbyf4azkwROraOJTg6_ZU,2020-05-27,0,0,0,0,0,0,-0.016666667,-0.016666667,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6552602,45.4904466
Wild Wing Kanata,ChIJ60rHwwH_zUwRws8WZiec-OI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Chicken Wings, Southern, Sandwiches","restaurant,food,point of interest,establishment",-75.8679868,45.2859959
Wild Wing Kanata,ChIJ60rHwwH_zUwRws8WZiec-OI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Chicken Wings, Southern, Sandwiches","restaurant,food,point of interest,establishment",-75.8680446,45.2859368
Grace in the kitchen,ChIJ61xFfaL_zUwRNbCBCTO0cIg,2020-05-25,-8,-1,-1,-1,-1,-1,-1,-14,Remained Open,NA,"grocery or supermarket,cafe,furniture store,home goods store,food,point of interest,store,establishment",-75.8854578,45.299468
Grace in the kitchen,ChIJ61xFfaL_zUwRNbCBCTO0cIg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"grocery or supermarket,cafe,furniture store,home goods store,food,point of interest,store,establishment",-75.8854578,45.299468
Pizza shawarma plateau,ChIJ629Ye2kDzkwRrQ_z3f8Tx8s,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.7682738,45.4369229
Pizza shawarma plateau,ChIJ629Ye2kDzkwRrQ_z3f8Tx8s,2020-05-27,0,0,0,0,-0.016666667,-0.016666667,0,-0.033333333,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.7682738,45.4369229
Couche-Tard,ChIJ62uTCzYCzkwRaLkCdlJmNus,2020-05-25,-24,-24,-24,-24,-24,-24,-24,-168,Closed Since Last Reference,NA,"convenience store,atm,meal takeaway,finance,restaurant,food,point of interest,store,establishment",-75.8070988,45.4161897
Couche-Tard,ChIJ62uTCzYCzkwRaLkCdlJmNus,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"convenience store,atm,meal takeaway,finance,restaurant,food,point of interest,store,establishment",-75.8070988,45.4161897
Sushi Village,ChIJ630WFEoSzkwRS2oabIJZFQU,2020-05-25,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-10,Remained Open,"Japanese, Sushi Bars","restaurant,food,point of interest,establishment",-75.4907462,45.4693721
Sushi Village,ChIJ630WFEoSzkwRS2oabIJZFQU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Japanese, Sushi Bars","restaurant,food,point of interest,establishment",-75.4907462,45.4693721
Shoppers Drug Mart,ChIJ63OaR1UEzkwRLfAmGiDdgCs,2020-05-25,-4,-4,-4,-4,-4,0,0,-20,Remained Open,Drugstores,"pharmacy,health,point of interest,store,establishment",-75.6974725,45.4216242
Shoppers Drug Mart,ChIJ63OaR1UEzkwRLfAmGiDdgCs,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Drugstores,"pharmacy,health,point of interest,store,establishment",-75.6974725,45.4216242
Marché Al Andalous 2,ChIJ63QCTEkbzkwRXqNbupbc6tk,2020-05-25,9,9,9,9,9,9,0,54,Opened Since Last Reference,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.6968204,45.4628122
Marché Al Andalous 2,ChIJ63QCTEkbzkwRXqNbupbc6tk,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.6968204,45.4628122
Starbucks,ChIJ63rd6wEFzkwRl837b2aHoxE,2020-05-25,15.5,15.5,15.5,15.5,15.5,15.5,13.5,106.5,Opened Since Last Reference,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.6933103,45.4260348
Starbucks,ChIJ63rd6wEFzkwRl837b2aHoxE,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.6933103,45.4260348
Gabriel Pizza,ChIJ63UKxmwA0kwRj6NBvhU9WL0,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Pizza, Salad, Chicken Wings","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.9206775,45.3159124
Gabriel Pizza,ChIJ63UKxmwA0kwRj6NBvhU9WL0,2020-05-27,0,0,-0.016666667,-0.016666667,0,0,0,-0.033333333,Remained Open,"Pizza, Salad, Chicken Wings","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.9206775,45.3159124
KFC,ChIJ64fOpCvAzUwR-9rKrnF8kmY,2020-05-25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,Remained Open,"Fast Food, Chicken Shop, Chicken Wings","meal delivery,restaurant,food,point of interest,establishment",-75.6366503,45.0286904
KFC,ChIJ64fOpCvAzUwR-9rKrnF8kmY,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Chicken Shop, Chicken Wings","meal delivery,restaurant,food,point of interest,establishment",-75.6366503,45.0286904
Heart & Crown - Barrhaven,ChIJ64hYL9XizUwRAfAwffWLIp4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Irish Pub,"bar,restaurant,food,point of interest,establishment",-75.719344,45.274029
Heart & Crown - Barrhaven,ChIJ64hYL9XizUwRAfAwffWLIp4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Irish Pub,"bar,restaurant,food,point of interest,establishment",-75.719344,45.274029
Belle & boeuf,ChIJ65bxuS4FzkwRhVB6rmnhTj8,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.7342807,45.4246978
Belle & boeuf,ChIJ65bxuS4FzkwRhVB6rmnhTj8,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.7342807,45.4246978
Fraser Cafe,ChIJ65E9kiIFzkwRjswaR8y7dG8,2020-05-25,0,2,0,0,2,0,2,6,Opened Since Last Reference,NA,"meal takeaway,cafe,restaurant,food,point of interest,establishment",-75.6761583,45.4402222
Fraser Cafe,ChIJ65E9kiIFzkwRjswaR8y7dG8,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,cafe,restaurant,food,point of interest,establishment",-75.6761583,45.4402222
Marcello's Market and Deli,ChIJ65Tz-18EzkwRt5HV6p4GnBk,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,cafe,restaurant,food,point of interest,store,establishment",-75.7205021,45.4252136
Marcello's Market and Deli,ChIJ65Tz-18EzkwRt5HV6p4GnBk,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,cafe,restaurant,food,point of interest,store,establishment",-75.7205021,45.4252136
Marcello's Market and Deli,ChIJ65Tz-18EzkwRWRwLaNTiBWg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,cafe,restaurant,food,point of interest,store,establishment",-75.7205696,45.4257486
Marcello's Market and Deli,ChIJ65Tz-18EzkwRWRwLaNTiBWg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,cafe,restaurant,food,point of interest,store,establishment",-75.7205696,45.4257486
Tim Hortons,ChIJ66NW8bgPzkwR4dqrIvS_qm0,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"cafe,food,point of interest,establishment",-75.6075424,45.4285495
Tim Hortons,ChIJ66NW8bgPzkwR4dqrIvS_qm0,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"cafe,food,point of interest,establishment",-75.6075424,45.4285495
Digby's Restaurant - Kanata,ChIJ67KIMXIA0kwR8Mv2Ws2SoBs,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Seafood, Fish & Chips","restaurant,food,point of interest,establishment",-75.9156216,45.3117908
Digby's Restaurant - Kanata,ChIJ67KIMXIA0kwR8Mv2Ws2SoBs,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Seafood, Fish & Chips","restaurant,food,point of interest,establishment",-75.9156216,45.3117908
Pizza Pizza,ChIJ67KIMXIA0kwRD-1oVjq9Vmc,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Pizza, Pizza, Pizza","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.915852,45.311664
Pizza Pizza,ChIJ67KIMXIA0kwRD-1oVjq9Vmc,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Pizza, Pizza, Pizza","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.915852,45.311664
Subway,ChIJ67KIMXIA0kwRfsGfojKbLQQ,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Sandwiches","meal takeaway,restaurant,food,point of interest,establishment",-75.9158526,45.3116575
Subway,ChIJ67KIMXIA0kwRfsGfojKbLQQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Sandwiches","meal takeaway,restaurant,food,point of interest,establishment",-75.9158526,45.3116575
La Poutinerie Albert,ChIJ67QPdJ8EzkwRz9z8SnXoXYQ,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Burgers, Poutineries","restaurant,food,point of interest,establishment",-75.7405903,45.4602607
La Poutinerie Albert,ChIJ67QPdJ8EzkwRz9z8SnXoXYQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Burgers, Poutineries","restaurant,food,point of interest,establishment",-75.7405903,45.4602607
Starbucks,ChIJ68_bAqoFzkwRRPjO31A4QRg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.6917252,45.4190242
Starbucks,ChIJ68_bAqoFzkwRRPjO31A4QRg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.6917252,45.4190242
Marché Laflamme,ChIJ69jzMPIBzkwRXRBUAY4pn3g,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.8430017,45.3943646
Marché Laflamme,ChIJ69jzMPIBzkwRXRBUAY4pn3g,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.8430017,45.3943646
Pho Van Van,ChIJ69UHgj0EzkwRZtUPGthD90o,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Vietnamese,"restaurant,food,point of interest,establishment",-75.7315056,45.3994722
Pho Van Van,ChIJ69UHgj0EzkwRZtUPGthD90o,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Vietnamese,"restaurant,food,point of interest,establishment",-75.7315056,45.3994722
Lotus Bar,ChIJ6alAjogFzkwR9GKMZPaLLzw,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6807505,45.4259907
Lotus Bar,ChIJ6alAjogFzkwR9GKMZPaLLzw,2020-05-27,0,0,0,-0.016666667,0,0,0,-0.016666667,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6807505,45.4259907
Fairouz,ChIJ6awlWqwFzkwRTQ5KnQoAsxI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Middle Eastern,"restaurant,food,point of interest,establishment",-75.6956611,45.4159111
Fairouz,ChIJ6awlWqwFzkwRTQ5KnQoAsxI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Middle Eastern,"restaurant,food,point of interest,establishment",-75.6956611,45.4159111
LIVE! on Elgin,ChIJ6bynYqkFzkwRrniRiHHes4w,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,Venues & Event Spaces,"bar,point of interest,establishment",-75.6913565,45.4186831
LIVE! on Elgin,ChIJ6bynYqkFzkwRrniRiHHes4w,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,Venues & Event Spaces,"bar,point of interest,establishment",-75.6913565,45.4186831
Resto Le Cachet,ChIJ6dbbtXwbzkwRwp1UluTuRyc,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.7070561,45.49139
Resto Le Cachet,ChIJ6dbbtXwbzkwRwp1UluTuRyc,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.7070561,45.49139
Pizza Pizza,ChIJ6dbl5h8HzkwRLfCRpHDuIug,2020-05-25,1,1,1,1,0,0,1,5,Remained Open,"Pizza, Pizza, Pizza","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.7557304,45.3528983
Pizza Pizza,ChIJ6dbl5h8HzkwRLfCRpHDuIug,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Pizza, Pizza, Pizza","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.7557304,45.3528983
The Rose Bowl,ChIJ6duemLsGzkwRbifOecEP2RU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Steakhouses,"restaurant,food,point of interest,establishment",-75.7124059,45.4051656
The Rose Bowl,ChIJ6duemLsGzkwRbifOecEP2RU,2020-05-27,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.116666667,Remained Open,Steakhouses,"restaurant,food,point of interest,establishment",-75.7124059,45.4051656
Bar La Brass,ChIJ6e6E7YwBzkwR8KDnhAv1hvQ,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"night club,bar,point of interest,establishment",-75.8343483,45.3945991
Bar La Brass,ChIJ6e6E7YwBzkwR8KDnhAv1hvQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"night club,bar,point of interest,establishment",-75.8343483,45.3945991
Casa Grecque,ChIJ6e6E7YwBzkwRf0DnzIXS1hA,2020-05-25,5,5,5,5,5,5,5,35,Opened Since Last Reference,Restaurants,"restaurant,food,point of interest,establishment",-75.8343176,45.3947111
Casa Grecque,ChIJ6e6E7YwBzkwRf0DnzIXS1hA,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Restaurants,"restaurant,food,point of interest,establishment",-75.8343176,45.3947111
les cafés Aroma Select,ChIJ6e6E7YwBzkwRfb8-CAx-EM8,2020-05-25,-3,-3,-3,-3,-3,-1,0,-16,Remained Open,Food,"cafe,food,point of interest,store,establishment",-75.8343939,45.3949776
les cafés Aroma Select,ChIJ6e6E7YwBzkwRfb8-CAx-EM8,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Food,"cafe,food,point of interest,store,establishment",-75.8343939,45.3949776
Les Aliments M&M,ChIJ6e6E7YwBzkwRhHzjnAp_MKU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.8343176,45.3947111
Les Aliments M&M,ChIJ6e6E7YwBzkwRhHzjnAp_MKU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.8343176,45.3947111
Tim Hortons,ChIJ6eDYFXYGzkwRMNL18_KievM,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,cafe,food,point of interest,establishment",-75.6980778,45.3835109
Tim Hortons,ChIJ6eDYFXYGzkwRMNL18_KievM,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,cafe,food,point of interest,establishment",-75.6980778,45.3835109
Pharmacie Limoges Guardian Pharmacy,ChIJ6eJ-Wyd6zkwR0wSdQaO21OY,2020-05-25,-2,-2,-2,-2,-1,0,0,-9,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.2492006,45.3262323
Pharmacie Limoges Guardian Pharmacy,ChIJ6eJ-Wyd6zkwR0wSdQaO21OY,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.2492006,45.3262323
Starbucks,ChIJ6f4BxNTizUwRhxT1UfEmrrI,2020-05-25,-3.5,-3.5,-3.5,-3.5,-3.5,-3,-1.5,-22,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.718888,45.2750674
Starbucks,ChIJ6f4BxNTizUwRhxT1UfEmrrI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.718888,45.2750674
The Savoy Brasserie,ChIJ6fhdZAIEzkwRZ3wnN3UtvwI,2020-05-25,6,6,6,6,6,6,6,42,Opened Since Last Reference,"Seafood, French, Bars","restaurant,meal takeaway,bar,food,point of interest,establishment",-75.753488,45.392095
The Savoy Brasserie,ChIJ6fhdZAIEzkwRZ3wnN3UtvwI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Seafood, French, Bars","restaurant,meal takeaway,bar,food,point of interest,establishment",-75.753488,45.392095
Suya Palace Nigerian/African Charcoal Grill & BBQ Restaurant,ChIJ6frK0iEFzkwRCrIXqkt7v5Y,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7039105,45.407967
Suya Palace Nigerian/African Charcoal Grill & BBQ Restaurant,ChIJ6frK0iEFzkwRCrIXqkt7v5Y,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7039105,45.407967
Resto L'industriel Café,ChIJ6Q-47_IazkwRlGufSbFMhWE,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6408839,45.4842585
Resto L'industriel Café,ChIJ6Q-47_IazkwRlGufSbFMhWE,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6408839,45.4842585
Tim Hortons,ChIJ6QamEsoFzkwRZRxGIVaor-U,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.700832,45.4034378
Tim Hortons,ChIJ6QamEsoFzkwRZRxGIVaor-U,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.700832,45.4034378
Dairy Queen,ChIJ6QgYX2YFzkwR1FAbmeTGYzQ,2020-05-25,4,4,4,4,4,4,4,28,Remained Open,"Fast Food, Ice Cream & Frozen Yogurt","restaurant,food,point of interest,store,establishment",-75.6494857,45.4322615
Dairy Queen,ChIJ6QgYX2YFzkwR1FAbmeTGYzQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Ice Cream & Frozen Yogurt","restaurant,food,point of interest,store,establishment",-75.6494857,45.4322615
Subway,ChIJ6RcKErUFzkwRBoi8rk8oNhw,2020-05-25,-7,-7,-7,-7,-7,-7,-11,-53,Remained Open,"Sandwiches, Fast Food","meal takeaway,restaurant,food,point of interest,establishment",-75.7025374,45.4054587
Subway,ChIJ6RcKErUFzkwRBoi8rk8oNhw,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Sandwiches, Fast Food","meal takeaway,restaurant,food,point of interest,establishment",-75.7025374,45.4054587
Bambu Restaurant,ChIJ6RvRRNgHzkwRsKCjL1zzZ1I,2020-05-25,-10.5,-10.5,-10.5,-11,-12,-12,-11,-77.5,Closed Since Last Reference,"Sushi Bars, Japanese, Chinese","restaurant,food,point of interest,establishment",-75.692717,45.3327765
Bambu Restaurant,ChIJ6RvRRNgHzkwRsKCjL1zzZ1I,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Sushi Bars, Japanese, Chinese","restaurant,food,point of interest,establishment",-75.692717,45.3327765
